AccountNumber,AcctName,CustomerAgeCategoryIndicator,AcctPaymentStatusIndicator,RepChangesinLast12Months_SUM,NumberOfProductionInstances_SUM,OptyWonLast12Months_Percent_SUM
ACCT0005990,Kesko Oyj,4,2,1,1,66.66
ACCT0005995,Telereal Trillium Ltd,3,2,2,1,50
ACCT0006001,Duke University Health System Inc,3,2,1,1,77.77
ACCT0006016,Univar Inc,4,2,3,1,100
ACCT0006020,Madison Area Technical College,2,2,1,1,100
ACCT0006021,City of Surrey,4,2,3,1,100
ACCT0006022,Metropolitan Housing Partnership,4,2,3,1,60
ACCT0006024,"T-Mobile USA, Inc",2,2,1,2,40
ACCT0006029,Honda R&D Americas Inc,1,2,1,1,100
ACCT0006032,Corbis Corporation,3,2,1,<Null>,100
ACCT0006035,University of California Los Angeles,4,2,2,1,100
ACCT0006037,Harvard University,3,2,1,1,100
ACCT0006041,"University of California, Santa Barbara",2,2,2,1,100
ACCT0006045,Amarillo College,4,2,2,1,100
ACCT0006050,British Council,4,2,1,1,50
ACCT0006052,Vanquis Bank Limited,4,2,3,<Null>,33.33
ACCT0006128,Arthur J Gallagher & Co (Aus) Limited,4,2,2,1,100
ACCT0006129,Blue Cross of Idaho,3,2,1,1,66.66
ACCT0006131,"Lowe's Companies, Inc",2,2,1,1,66.66
ACCT0006132,South Central Regional Information Center (Broome-Tioga BOCES),4,2,1,1,100
ACCT0006135,DISH Purchasing Corporation,2,2,1,1,100
ACCT0006138,"OS Management, Inc.",3,2,2,1,50
ACCT0006140,University of Warwick,4,2,1,1,100
ACCT0006141,Virgin Money plc,1,2,2,1,100
ACCT0006149,"Tailored Shared Services, LLC",3,2,1,1,100
ACCT0006150,Cloudseed (Pty) Ltd.  (SMMT Online Pty Ltd),4,2,3,<Null>,0
ACCT0006151,Newcastle Upon Tyne Hospitals NHS Foundation Trust,4,2,1,1,50
ACCT0006169,Herbalife International Inc,3,2,1,1,100
ACCT0006177,Invesco Ltd,3,2,1,1,90
ACCT0006180,Direct Energy,3,2,2,1,100
ACCT0006188,Lafarge North America Inc.,3,2,2,1,100
ACCT0006194,John Lewis Plc,4,2,1,1,62.5
ACCT0006199,Dole Packaged Foods LLC,3,2,1,1,100
ACCT0006200,Dallas Cowboys,3,2,3,1,<Null>
ACCT0006202,Deloitte Services (Customer) USA,1,2,1,2,93.75
ACCT0006205,First National Of Nebraska Inc,1,2,2,1,100
ACCT0006206,Jefferson County,4,2,1,1,66.66
ACCT0006209,Arise Virtual Solutions Inc,4,2,2,1,60
ACCT0006210,Motricity,4,2,3,<Null>,66.66
ACCT0006211,Payless ShoeSource,4,2,2,1,44.44
ACCT0006214,City Of Calgary,1,2,1,1,50
ACCT0006219,Viterra Inc.,2,2,1,1,100
ACCT0006221,"ACT, Inc.",3,2,3,1,100
ACCT0006224,SunPower Corporation,4,2,2,1,50
ACCT0006225,TrueBlue Inc,1,2,1,1,100
ACCT0006257,Concurrent Technologies Corporation,4,2,3,1,<Null>
ACCT0006261,Kaiser Aluminum,2,2,2,1,100
ACCT0006264,CareFirst BlueCross BlueShield,2,2,2,1,100
ACCT0006275,Barrick Gold Corporation,2,2,3,1,71.42
ACCT0006278,Ontario Lottery and Gaming Corporation,3,2,1,1,50
ACCT0006316,Resolute Forest Products Canada Inc.,1,2,1,1,100
ACCT0006326,Agropur Dairy Cooperative,4,2,2,<Null>,<Null>
ACCT0006338,Janney Montgomery Scott LLC,2,2,1,1,50
ACCT0006351,Royal Mail Group Ltd.,3,2,1,1,88.88
ACCT0006353,Symcor Inc,4,2,1,1,100
ACCT0006355,Teck Resources Limited,4,2,2,1,80
ACCT0006358,Kaplan Inc,1,2,2,1,66.66
ACCT0006364,Timberland LLC,4,2,3,<Null>,0
ACCT0006367,Toyota Financial Services,2,2,1,1,100
ACCT0006371,University Of California Los Angeles - Health System,4,2,2,1,83.33
ACCT0006393,University of Portland,2,2,2,1,<Null>
ACCT0006397,"California State University, Office of the Chancellor",4,2,2,1,100
ACCT0006399,"Equinix, Inc.",4,2,2,1,0
ACCT0006400,"AM/NS Calvert LLC (formerly ThyssenKrupp Steel USA, LLC)",4,2,3,1,100
ACCT0006404,Honda North America,2,2,4,1,66.66
ACCT0006405,Belkin International Inc,1,2,1,1,100
ACCT0006412,Rambus Inc.,2,2,2,1,100
ACCT0006417,Concur Technologies Inc,1,2,3,1,75
ACCT0006419,Overwaitea Food Group Limited Partnership,3,2,2,1,100
ACCT0006427,Auckland University Of Technology,4,2,2,1,100
ACCT0006430,Hexaware Technologies - Jeppeson,1,2,2,1,14.28
ACCT0006441,WOLSELEY (Ferguson),2,2,1,1,80
ACCT0006442,NHS Camden Clinical Commissioning Group (CCG),4,2,3,1,50
ACCT0006457,State Of Delaware,3,2,2,1,100
ACCT0006479,NYC Dept of Youth & Community Development,1,2,1,1,<Null>
ACCT0006489,ArcBest Technologies (frmly Data Tronics Corporation),3,2,2,1,100
ACCT0006516,Mediterranean Shipping Company (MSC),4,2,1,2,100
ACCT0006540,Thermo Fisher Scientific,3,2,2,1,100
ACCT0006542,UMB Financial Corporation,4,2,2,1,50
ACCT0006544,Globo.com,4,2,2,1,80
ACCT0006555,Celerion Inc,4,2,3,1,50
ACCT0006558,University of California Office of President,3,2,3,1,75
ACCT0006562,Aldo Group,3,2,2,1,100
ACCT0006565,"California State University, Sacramento",4,2,4,1,33.33
ACCT0006569,"University of California, Irvine",2,2,2,1,100
ACCT0006577,California State University Los Angeles,1,2,2,1,100
ACCT0006580,Seton Hall University,3,2,5,1,100
ACCT0006581,Gulfstream Aerospace Corp,1,2,1,1,100
ACCT0006583,Athabasca University,2,2,2,1,100
ACCT0006586,Bryan Cave LLP,3,2,3,<Null>,0
ACCT0006591,Hennepin County Medical Center,2,2,1,1,100
ACCT0006615,F5 Networks Inc,4,2,1,1,100
ACCT0006630,Boots,4,2,1,1,33.33
ACCT0006635,"Bridgepoint Education, Inc.",4,2,4,1,100
ACCT0006636,Becton Dickinson GSS,3,2,1,1,88
ACCT0006637,"Forex Capital Markets, LLC",4,2,3,<Null>,100
ACCT0006644,Smart Technologies ULC,4,2,1,<Null>,0
ACCT0006647,HSBC Global Services UK Ltd,1,2,2,1,33.33
ACCT0006648,Foodstuffs (Auckland) Limited,4,2,2,<Null>,25
ACCT0006657,"University of California, Davis",3,2,3,1,100
ACCT0006667,Kettering Health Network,1,2,1,1,100
ACCT0006685,Government of Manitoba,1,2,1,1,100
ACCT0006691,ALS Limited,4,2,1,1,100
ACCT0006695,Transcom,2,2,1,1,0
ACCT0006701,"Bon-Ton Stores, Inc.",2,2,2,1,<Null>
ACCT0006702,Geneia LLC,2,2,1,1,50
ACCT0006709,"EGS Corporation (NCO Group, Inc.)",3,2,2,1,100
ACCT0006710,ProMedica Health Systems Inc,2,2,1,1,80
ACCT0006716,Shire US Inc,1,2,1,1,100
ACCT0006719,Informa PlUK Ltdc,4,2,1,1,100
ACCT0006721,ATCORE Technology Ltd,4,2,1,1,100
ACCT0006723,Four Seasons Hotels,3,2,4,1,100
ACCT0006727,Toyota Motor Manufacturing Canada Inc,3,2,3,1,80
ACCT0006751,University of California Merced,2,2,3,1,100
ACCT0006757,Vopak Global Information Services,4,2,2,1,33.33
ACCT0006760,Macquarie University,2,2,2,1,50
ACCT0006763,Reed Elsevier Technology Services Inc,3,2,1,1,71.42
ACCT0006768,Umass Amherst,1,2,1,1,100
ACCT0006769,Boston Medical Center Corp,3,2,2,1,100
ACCT0006774,BlueCross BlueShield of Louisiana,2,2,2,1,66.66
ACCT0006779,Greenville Health System,3,2,2,1,66.66
ACCT0006780,Epicor Software Corp,1,2,1,2,100
ACCT0006781,"Waggener Edstrom Worldwide, Inc.",3,2,2,1,100
ACCT0006785,Saint Francis Health System Inc,1,2,3,1,100
ACCT0006790,Valley Health System,2,2,1,1,100
ACCT0006796,"ANSYS, Inc.",2,2,1,1,80
ACCT0006802,"Buffalo Wild Wings, Inc.",3,2,1,1,100
ACCT0006809,FEI Company,2,2,1,1,100
ACCT0006810,General Atomics,1,2,1,1,100
ACCT0006824,Gardner Denver Inc,2,2,4,1,100
ACCT0006831,Royal Automobile Club of Victoria (RACV) Ltd,4,2,3,1,50
ACCT0006833,LexisNexis Group,3,2,1,1,50
ACCT0006834,Fiat Chrysler,2,2,2,1,64.7
ACCT0006835,Bahrain Polytechnic,4,2,1,<Null>,50
ACCT0006842,Macquarie Telecom Pty Ltd,1,2,2,1,66.66
ACCT0006851,Moses Cone Health System,3,2,1,1,66.66
ACCT0006854,Stora Enso AB,3,2,1,1,60
ACCT0006856,Novo Nordisk AS,2,2,1,1,50
ACCT0006858,Wellmont Health System,2,2,2,1,100
ACCT0006863,Premier Health Partners,3,2,2,1,66.66
ACCT0006867,Elster Holdings GmbH,4,2,2,1,100
ACCT0006868,Onninen Oy,4,2,1,1,66.66
ACCT0006869,Cargotec,4,2,1,1,100
ACCT0006871,Hopital Du Valais - Institut Central ICHV,4,2,2,1,60
ACCT0006872,Aeroport International De Geneve,3,2,2,1,50
ACCT0006887,MIR3 Inc,4,2,1,1,100
ACCT0006892,Cbeyond Inc,4,2,2,<Null>,0
ACCT0006897,DJO Global Inc,3,2,1,1,50
ACCT0006903,CareGroup Healthcare System,3,2,1,1,100
ACCT0006905,Locaweb Servicos de Internet S.A.,4,2,2,2,100
ACCT0006906,AvMed Health Plans,2,2,3,1,60
ACCT0006910,IDP Education Pty Ltd,4,2,1,1,71.42
ACCT0006915,EMI Publishing (UK),4,2,3,1,100
ACCT0006917,Toshiba America Business Solutions,4,2,4,1,100
ACCT0006929,Euler Hermes Group,4,2,2,1,33.33
ACCT0006930,SeaWorld Parks & Entertainment Inc,2,2,1,1,75
ACCT0006933,Torus Insurance,4,2,2,1,0
ACCT0006937,"Samuel, Son & Co. Ltd.",2,2,1,1,50
ACCT0006939,Allianz Global Investors of America L.P.,4,2,4,1,100
ACCT0006940,Cox Automotive,3,2,1,1,58.33
ACCT0006942,FairPoint Communications Inc,1,2,2,1,75
ACCT0006943,CHEP Company,2,2,1,1,100
ACCT0006944,"Epocrates, Inc.",3,2,1,<Null>,100
ACCT0006946,Allied Solutions LLC,4,2,2,1,50
ACCT0006947,Ares Management LLC,4,2,4,1,100
ACCT0006958,Eastern Maine Healthcare Systems,1,2,1,1,100
ACCT0006966,"Velocity Technology Solutions, Inc.",4,2,3,2,33.33
ACCT0006970,eHealth NSW,1,2,1,1,83.33
ACCT0006980,Queensland WOG - CorpTech,4,2,2,1,50
ACCT0006981,Franciscan Missionaries Of Our Lady Health System Ic,1,2,2,1,100
ACCT0006991,"Allison Transmission, Inc",2,2,3,1,62.5
ACCT0007001,Alexander Mann,4,2,2,1,25
ACCT0007002,Purdue Pharma L.P.,3,2,1,1,<Null>
ACCT0007003,Ferring AG,4,2,2,1,50
ACCT0007006,United Business Media LLC,3,2,2,1,100
ACCT0007013,TNT Express ICS Limited,4,2,1,1,100
ACCT0007014,The Chubb Corporation,2,2,1,1,100
ACCT0007017,Virginia Polytechnic Institute And State University,2,2,2,1,100
ACCT0007021,"Actelion Pharmaceuticals US, Inc",4,2,2,1,100
ACCT0007041,Sage (UK) Limited,3,2,3,1,62.5
ACCT0007046,Tyco Safety Products,4,2,3,1,75
ACCT0007048,Skanska USA Inc,1,2,2,1,100
ACCT0007051,Norges Idrettsforbund (NIF),4,2,3,1,<Null>
ACCT0007063,Synchronoss Software Ireland Limited (former NewBay Software Ltd),4,2,2,<Null>,0
ACCT0007066,SAP SE (Crossgate),3,2,2,1,50
ACCT0007071,Oxfam GB,4,2,2,1,<Null>
ACCT0007074,Stockmann Oyj Abp,4,2,3,1,50
ACCT0007075,Cabot Financial (Europe) Limited,4,2,3,1,0
ACCT0007078,Ascend Performance Materials,4,2,2,1,60
ACCT0007085,I-Bridge BV,4,2,1,1,25
ACCT0007086,University of Arkansas-Fort Smith,4,2,2,1,100
ACCT0007100,Imperial College London Ltd,3,2,1,1,58.33
ACCT0007101,Medica,4,2,1,1,100
ACCT0007102,Centene Corp.,<Null>,2,3,1,50
ACCT0007118,State Of Maryland,2,2,2,1,100
ACCT0007140,Fresenius Netcare GmbH,2,2,1,1,33.33
ACCT0007151,University Of California - UCSD Health Sciences,3,2,2,1,75
ACCT0007160,Coca-Cola Company,4,2,1,2,68.42
ACCT0007162,Alb??a Services (Alb??a Group),4,2,3,1,33.33
ACCT0007163,Eastern Washington University Inc,1,2,1,1,100
ACCT0007180,St. Luke's Health Network,2,2,1,1,66.66
ACCT0007184,Melbourne IT (WebCentral Pty Ltd),2,2,2,1,80
ACCT0007188,Cenovus Energy Inc,4,2,2,1,100
ACCT0007194,Bayer Business Services GmbH,1,2,2,1,100
ACCT0007202,Qantas Airways Ltd,2,2,1,2,100
ACCT0007205,International Air Transport Association IATA,3,2,2,1,50
ACCT0007222,Yamana Gold Inc,3,2,1,1,40
ACCT0007236,Dollarama,2,2,2,1,100
ACCT0007243,Denovo,3,2,2,1,100
ACCT0007249,O'Melveny & Myers LLP,3,2,4,1,50
ACCT0007251,Asante Health System,2,2,1,1,83.33
ACCT0007254,FIL Investment Management Limited,4,2,1,1,100
ACCT0007255,EQT Corp,1,2,1,1,100
ACCT0007282,Swisscanto Asset Management AG,4,2,2,1,100
ACCT0007293,Nav Canada,2,2,1,1,66.66
ACCT0007296,CERN,4,2,2,1,100
ACCT0007305,ApplicationNet BV,4,2,4,1,100
ACCT0007313,Alliance Pipeline Ltd.,4,2,1,1,0
ACCT0007315,Under Armour Inc,4,2,1,1,50
ACCT0007321,eProtex,4,2,2,1,100
ACCT0007323,Baystate Health inc,2,2,3,1,75
ACCT0007329,Sprint NOC (formerly Clear Wireless Corporation NOC),4,2,2,1,50
ACCT0007331,Spirit Pub Company Services Ltd,4,2,1,1,100
ACCT0007336,Orica Ltd,3,2,2,1,100
ACCT0007338,Telstra International EMEA,4,2,2,1,100
ACCT0007339,Auburn University,1,2,1,1,66.66
ACCT0007340,Smart421 Ltd,3,2,2,1,50
ACCT0007341,WDS Global Ltd (Wireless Data Services),1,2,2,<Null>,0
ACCT0007346,JSE Ltd,4,2,1,1,33.33
ACCT0007350,Cargill B.V,4,2,2,1,50
ACCT0007351,Travelport LP,2,2,1,1,75
ACCT0007361,WellMed Medical Management Inc,4,2,2,1,75
ACCT0007369,Queensland Department of Education and Training,4,2,2,1,77.77
ACCT0007374,BSH Hausger?ñte GmbH,4,2,2,1,75
ACCT0007375,Bunge Europe,4,2,2,1,42.85
ACCT0007380,Elisa (Parent of Appelsiini),4,2,1,<Null>,40
ACCT0007386,Europcar,4,2,2,1,100
ACCT0007394,Reed Professional Services LP,2,2,2,1,<Null>
ACCT0007424,"California State Polytechnic University, Pomona",2,2,2,1,100
ACCT0007430,Deckers Outdoor Corporation,4,2,1,1,50
ACCT0007431,"California State University, Dominguez Hills",3,2,2,1,100
ACCT0007451,Volkswagen AG,3,2,2,<Null>,33.33
ACCT0007452,KPN IT/NL,4,2,3,1,33.33
ACCT0007454,Franke Management AG,<Null>,2,1,1,14.28
ACCT0007462,OARnet,4,2,1,1,100
ACCT0007464,Bain Capital LLC,4,2,2,1,100
ACCT0007484,Rowan University,1,2,1,1,75
ACCT0007491,Neste Oyj,4,2,1,1,60
ACCT0007496,Tieto Oyj,3,2,1,1,61.53
ACCT0007498,Delta Dental of Rhode Island,4,2,4,<Null>,0
ACCT0007515,Loyola Marymount University Inc,4,2,3,1,<Null>
ACCT0007516,AccentCare Inc,2,2,3,1,100
ACCT0007517,Lululemon Athletica Inc,2,2,2,1,100
ACCT0007524,CIMIC Group Limited,2,2,1,1,<Null>
ACCT0007526,"Panda Restaurant Group, Inc.",2,2,2,1,66.66
ACCT0007527,L.A. Fitness International LLC,2,2,1,1,100
ACCT0007530,Ingeus Europe Ltd,4,2,2,1,<Null>
ACCT0007538,Sanoma Corporation,2,2,1,1,66.66
ACCT0007540,F-Secure Corporation,2,2,1,1,0
ACCT0007549,Whitbread,3,2,1,1,25
ACCT0007551,Mitchells & Butlers Leisure Retail Limited,1,2,2,1,30.76
ACCT0007555,William Hill Plc,4,2,1,1,66.66
ACCT0007570,A & N Media,3,2,1,1,100
ACCT0007574,National Grid Plc UK,3,2,2,2,50
ACCT0007575,IBM UK Ltd - WPP,2,2,2,1,72.22
ACCT0007576,TriCore Laboratory Services Corp,4,2,2,1,50
ACCT0007577,"Rackspace US, Inc",4,2,2,2,40
ACCT0007580,Murdoch University,1,2,1,1,66.66
ACCT0007588,Harrods Ltd,4,2,1,1,66.66
ACCT0007590,Konecranes Global Corporation,4,2,2,1,33.33
ACCT0007591,VR-Group Ltd,4,2,2,1,<Null>
ACCT0007593,Recall Corporation,2,2,1,1,85.71
ACCT0007595,Maxam Europe SA,4,2,1,1,50
ACCT0007596,Tabcorp Intl Pty Ltd,3,2,2,1,0
ACCT0007601,Douglas County Government,2,2,1,1,66.66
ACCT0007628,"Aritzia, LP",3,2,2,1,100
ACCT0007633,Posti Group Oyj,4,2,1,1,0
ACCT0007644,Capital District Physicians Health Plan Inc CDPHP,2,2,3,1,100
ACCT0007651,Healthfirst Inc,2,2,1,1,100
ACCT0007661,NICE Systems Ltd,1,2,1,2,83.33
ACCT0007666,Related Companies Inc,1,2,2,1,100
ACCT0007673,Time Inc.,3,2,1,1,100
ACCT0007684,Landgate,4,2,1,1,100
ACCT0007689,Canadian Western Bank,3,2,2,1,66.66
ACCT0007699,BlueLock LLC,1,2,2,1,50
ACCT0007706,Infraserv GmbH & Co. H??chst KG,4,2,2,<Null>,0
ACCT0007709,Pentana Solutions Pty Ltd,4,2,1,1,75
ACCT0007710,Rovi Corporation,2,2,2,1,66.66
ACCT0007717,Allen and Overy LLP,2,2,2,1,66.66
ACCT0007727,BMW AG,1,2,1,1,25
ACCT0007729,Alexion Pharmaceuticals Inc,1,2,1,1,42.85
ACCT0007734,Saint Francis Care Inc,2,2,1,1,50
ACCT0007754,Colliers International USA Inc,4,2,2,1,66.66
ACCT0007759,Cetera Financial Group Inc,2,2,4,1,100
ACCT0007765,Integra Telecom Inc,3,2,1,2,80
ACCT0007767,LinkedIn Corporation,2,2,2,1,100
ACCT0007769,"Chart Industries, Inc.",3,2,1,1,100
ACCT0007771,University of California - Irvine Medical Center,3,2,2,1,100
ACCT0007772,First Financial Bancorp,1,2,1,1,60
ACCT0007781,"Entropic Communications, Inc.",3,2,1,<Null>,<Null>
ACCT0007785,Colt Technology Services,3,2,1,1,66.66
ACCT0007788,"Jeppesen Sanderson, Inc.",2,2,1,1,100
ACCT0007789,Goodyear Dunlop Belgium (Fujitsu),3,2,1,1,100
ACCT0007885,"Dynamex, Inc.",4,2,1,<Null>,0
ACCT0007889,Huntington Hospital,3,2,2,1,100
ACCT0007905,A.S. Watson (Superdrug),3,2,3,1,100
ACCT0007906,Federal Home Loan Bank Of Boston,4,2,2,1,0
ACCT0007907,Farm Credit Bank Of Texas,2,2,2,1,50
ACCT0007908,Twitter Inc,4,2,1,1,100
ACCT0007913,Clifford Chance LLP,1,2,2,1,66.66
ACCT0007932,The Royal Institution for the Advancement of Learning/ McGill University,1,2,1,1,100
ACCT0007947,Avid,3,2,1,1,100
ACCT0007948,Event Hospitality & Entertainment Ltd,4,2,2,1,<Null>
ACCT0007953,"First Banks, Inc.",2,2,3,1,100
ACCT0007961,"Verisk Analytics, Inc.",3,2,1,1,33.33
ACCT0007982,"athenahealth, Inc.",3,2,1,1,87.5
ACCT0007985,Commonwealth Financial Network,3,2,2,1,80
ACCT0007994,Haemonetics Corporation,3,2,2,1,66.66
ACCT0008002,NGAM Advisors LP,<Null>,2,1,1,100
ACCT0008006,Sapient Corporation,3,2,3,1,100
ACCT0008008,HCL - Sensata Technologies,2,2,3,1,100
ACCT0008020,Guy's St Thomas' NHS Foundation Trust,4,2,1,1,50
ACCT0008027,"ReachLocal, Inc.",3,2,2,1,100
ACCT0008030,SVB Financial Group,4,2,2,1,100
ACCT0008034,Digital Realty Trust LP,1,2,2,1,60
ACCT0008045,Chevron Federal Credit Union,3,2,2,1,0
ACCT0008049,"BKD, LLP",3,2,3,1,50
ACCT0008052,European Directorate for the Quality of Medicines,3,2,3,<Null>,0
ACCT0008067,BlueCross BlueShield Association,3,2,1,1,100
ACCT0008072,Edward Elmhurst Healthcare,2,2,3,1,100
ACCT0008087,Crowe Horwath LLP,3,2,2,1,100
ACCT0008090,"Terracon Consultants, Inc.",2,2,3,1,100
ACCT0008096,"Carhartt, Inc.",<Null>,2,3,1,100
ACCT0008098,Lakeland HealthCare,3,2,3,1,25
ACCT0008100,"Plante & Moran, PLLC",2,2,3,1,50
ACCT0008111,St. Anthony's Medical Center,3,2,3,1,<Null>
ACCT0008120,Central 1 Credit Union,4,2,2,1,<Null>
ACCT0008123,"Match.com, LLC",3,2,1,1,0
ACCT0008126,Onyx Payments,2,2,1,1,100
ACCT0008135,WideOpenWest Networks LLC WOW!,2,2,4,1,50
ACCT0008138,Mutuelle Nationale Territoriale,4,2,1,1,0
ACCT0008139,Burns & McDonnell Inc,3,2,2,1,66.66
ACCT0008154,"Baker Tilly Virchow Krause, LLP",2,2,1,1,100
ACCT0008159,ProHealth Care Inc,3,2,1,1,50
ACCT0008176,Holland America Line Inc.,3,2,2,1,<Null>
ACCT0008185,"Cushman & Wakefield, UK Ltd",4,2,1,1,<Null>
ACCT0008188,"MSG Sports & Entertainment, LLC",2,2,1,1,88.88
ACCT0008190,MetLife Europe Ltd,4,2,2,1,50
ACCT0008191,Firmenich SA,4,2,2,1,66.66
ACCT0008192,Hopitaux Universitaires Genevois,4,2,1,1,66.66
ACCT0008196,Kmart Australia Limited,3,2,2,1,100
ACCT0008197,National Australia Bank - AdvantEdge,4,2,3,<Null>,25
ACCT0008198,Pacific Life - Retirement Services,4,2,4,1,100
ACCT0008200,"University of California, San Francisco - Epic",4,2,3,1,100
ACCT0008201,Utah State University,3,2,1,1,100
ACCT0008202,Alberta Motor Association,1,2,2,1,50
ACCT0008205,"O'Neil & Associates, Inc.",4,2,3,1,100
ACCT0008207,University Of Central Florida,1,2,2,1,63.63
ACCT0008211,City of Houston,3,2,4,1,66.66
ACCT0008222,Salt Lake Community College,2,2,1,1,<Null>
ACCT0008251,Independent Electricity System Operator (IESO),4,2,5,1,66.66
ACCT0008252,RR Donnelley,3,2,2,<Null>,50
ACCT0008260,General Electric - GE Global Research,4,2,1,<Null>,50
ACCT0008296,Spencer Stuart,3,2,1,1,85.71
ACCT0008299,Infoblox Inc.,3,2,1,1,42.85
ACCT0008325,Davis Wright Tremaine LLP,4,2,2,1,0
ACCT0008327,Littler Mendelson P.C.,3,2,2,1,100
ACCT0008347,D&M Holdings US Inc,3,2,5,<Null>,0
ACCT0008355,Lattice Semiconductor Corporation,2,2,1,1,100
ACCT0008371,National Football League Inc,3,2,3,1,100
ACCT0008372,Australian National University,3,2,1,1,50
ACCT0008382,Midland Credit Management Inc,3,2,1,1,100
ACCT0008385,Abdul Latif Jameel Co. Ltd.,4,2,1,1,100
ACCT0008393,University of Miami,3,2,2,1,60
ACCT0008394,Western Governors University,2,2,1,1,100
ACCT0008395,Canadian Real Estate Association,4,2,4,1,100
ACCT0008400,Algorithmics Incorporated,4,2,3,<Null>,<Null>
ACCT0008411,Loomis Armored,3,2,1,1,0
ACCT0008424,AlixPartners LLP,<Null>,2,3,1,50
ACCT0008460,BlueCross BlueShield of Vermont,4,2,2,1,0
ACCT0008471,Jackson Lewis LLP,4,2,4,1,0
ACCT0008485,"State of Alabama, Department of Finance, Information Services Division",2,2,1,1,42.85
ACCT0008502,Behr Process Corp,3,2,1,1,100
ACCT0008503,EXFO Inc,4,2,3,1,100
ACCT0008506,Arkea,4,2,1,2,100
ACCT0008513,Vertafore Inc,3,2,1,1,100
ACCT0008519,Pacific Pulmonary Services,3,2,2,1,<Null>
ACCT0008531,University of South Florida,3,2,2,1,50
ACCT0008543,Tyco UK,4,2,2,1,100
ACCT0008552,Hilti Corporation,3,2,1,1,100
ACCT0008584,NDS Ltd,3,2,2,1,100
ACCT0008587,MM Health Solutions,4,2,3,<Null>,50
ACCT0008591,"Enterprise Holdings, Inc.",<Null>,2,4,1,62.5
ACCT0008594,Anthem Education Group,4,2,2,<Null>,0
ACCT0008597,Scott County,2,2,2,1,100
ACCT0008603,Afilias Canada Corp,3,2,4,2,<Null>
ACCT0008609,FATCO Holdings LLC,4,2,1,1,88.88
ACCT0008612,Steel Technologies LLC,4,2,2,1,75
ACCT0008614,Allianz Managed Operations & Services SE,2,2,1,1,50
ACCT0008616,The Depository Trust & Clearing Corporation (DTCC),4,2,1,<Null>,55.55
ACCT0008619,First Niagara Financial Group Inc,3,2,1,1,<Null>
ACCT0008620,Charter Communications,2,2,1,1,100
ACCT0008622,Peabody Energy Corp,3,2,4,1,75
ACCT0008624,Weill Cornell Medical College,3,2,1,1,80
ACCT0008626,Novae Management Ltd,2,2,3,1,100
ACCT0008666,Balfour Beatty Group Ltd,4,2,1,2,100
ACCT0008668,Ubisoft,3,2,2,1,71.42
ACCT0008673,Manitoba Telecom Services Inc,1,2,1,1,100
ACCT0008674,Bow Valley College,1,2,1,1,40
ACCT0008675,Adventist Health System Sunbelt Healthcare Corp,1,2,1,1,100
ACCT0008678,Amcor Europe Group Management,4,2,3,1,100
ACCT0008685,"Level 3 Communications, LLC",2,2,1,1,100
ACCT0008700,"Lexmark International, Inc.",2,2,2,1,0
ACCT0008702,"Allina Health System, Inc.",4,2,2,1,0
ACCT0008706,BB & T Corp,3,2,1,1,61.53
ACCT0008708,Timico Limited,4,2,1,1,100
ACCT0008715,University Of Texas Southwest Medical Center,3,2,4,1,66.66
ACCT0008716,Citic Pacific Mining,4,2,2,<Null>,20
ACCT0008720,Cardlink Services Limited,4,2,2,1,33.33
ACCT0008725,Canadian Tire Corporation Limited,3,2,1,1,50
ACCT0008763,Ericsson AB,4,2,2,1,50
ACCT0008779,Corrections Corporation of America,4,2,1,<Null>,75
ACCT0008784,"Bureau of National Affairs, Inc.",2,2,1,1,100
ACCT0008786,Canadian Imperial Bank of Commerce,4,2,1,2,82.5
ACCT0008787,Acciona Corp SA,4,2,2,1,50
ACCT0008788,Horizon BlueCross BlueShield of New Jersey,2,2,1,1,100
ACCT0008790,a&o Systems Ireland (Arkphire),4,2,3,2,0
ACCT0008797,Memorial Hermann Hospital System,1,2,1,1,66.66
ACCT0008798,Microsoft Corporation,2,2,2,1,50
ACCT0008799,"Altria Group, Inc.",2,2,2,1,100
ACCT0008809,Capita Clinical Solutions,3,2,1,1,50
ACCT0008810,HealthPlan Services Inc,1,2,3,1,50
ACCT0008813,Prometheus Laboratories Inc,4,2,1,1,50
ACCT0008826,Sirius XM Radio Inc,2,2,1,1,100
ACCT0008834,Essendant Co.,1,2,2,1,100
ACCT0008837,Hitachi Capital (UK) PLC,3,2,1,1,33.33
ACCT0008838,City University London,4,2,1,1,50
ACCT0008844,Academy Mortgage Corp,3,2,1,1,100
ACCT0008853,Spectra Laboratories Inc,3,2,1,1,75
ACCT0008862,ITERGO Informationstechnologie GmbH,1,2,1,1,100
ACCT0008866,ICMA-RC,2,2,1,1,100
ACCT0008872,Minter Ellison,2,2,2,1,50
ACCT0008877,Finish Line Inc.,2,2,2,1,100
ACCT0008897,Si Systems Ltd,1,2,1,1,50
ACCT0008900,State of Utah Department of Technology Services,3,2,1,1,80
ACCT0008901,Acision Ltd,3,2,2,3,60
ACCT0008909,Blue Chip Data Systems Ltd,2,2,2,1,100
ACCT0008910,Omega Insurance Holdings (Canopius),4,2,2,1,<Null>
ACCT0008917,Al Jazeera Media Network,3,2,1,<Null>,25
ACCT0008918,Ericsson UK,2,2,1,1,100
ACCT0008920,Panduit Corporation,4,2,4,1,100
