AccountNumber,AccountName,CompleteCustomerChurn
ACCT0008503,EXFO Inc,0
ACCT0008506,Arkea,0
ACCT0008513,Vertafore Inc,0
ACCT0008519,Pacific Pulmonary Services,0
ACCT0008531,University of South Florida,0
ACCT0008543,Tyco UK,0
ACCT0008552,Hilti Corporation,0
ACCT0008584,NDS Ltd,0
ACCT0008587,MM Health Solutions,1
ACCT0008591,"Enterprise Holdings, Inc.",0
ACCT0008594,Anthem Education Group,1
ACCT0008597,Scott County,0
ACCT0008603,Afilias Canada Corp,0
ACCT0008609,FATCO Holdings LLC,0
ACCT0008612,Steel Technologies LLC,0
ACCT0008614,Allianz Managed Operations & Services SE,0
ACCT0008616,The Depository Trust & Clearing Corporation (DTCC),0
ACCT0008619,First Niagara Financial Group Inc,0
ACCT0008620,Charter Communications,0
ACCT0008622,Peabody Energy Corp,0
ACCT0008624,Weill Cornell Medical College,0
ACCT0008626,Novae Management Ltd,0
ACCT0008666,Balfour Beatty Group Ltd,0
ACCT0008668,Ubisoft,0
ACCT0008673,Manitoba Telecom Services Inc,0
ACCT0008674,Bow Valley College,0
ACCT0008675,Adventist Health System Sunbelt Healthcare Corp,0
ACCT0008678,Amcor Europe Group Management,0
ACCT0008685,"Level 3 Communications, LLC",0
ACCT0008700,"Lexmark International, Inc.",0
ACCT0008702,"Allina Health System, Inc.",0
ACCT0008706,BB & T Corp,0
ACCT0008708,Timico Limited,0
ACCT0008715,University Of Texas Southwest Medical Center,0
ACCT0008716,Citic Pacific Mining,1
ACCT0008720,Cardlink Services Limited,0
ACCT0008725,Canadian Tire Corporation Limited,0
ACCT0008763,Ericsson AB,0
ACCT0008779,Corrections Corporation of America,0
ACCT0008784,"Bureau of National Affairs, Inc.",0
ACCT0008786,Canadian Imperial Bank of Commerce,0
ACCT0008787,Acciona Corp SA,0
ACCT0008788,Horizon BlueCross BlueShield of New Jersey,0
ACCT0008790,a&o Systems Ireland (Arkphire),0
ACCT0008797,Memorial Hermann Hospital System,0
ACCT0008798,Microsoft Corporation,0
ACCT0008799,"Altria Group, Inc.",0
ACCT0008809,Capita Clinical Solutions,0
ACCT0008810,HealthPlan Services Inc,0
ACCT0008813,Prometheus Laboratories Inc,0
ACCT0008826,Sirius XM Radio Inc,0
ACCT0008834,Essendant Co.,0
ACCT0008837,Hitachi Capital (UK) PLC,0
ACCT0008838,City University London,0
ACCT0008844,Academy Mortgage Corp,0
ACCT0008853,Spectra Laboratories Inc,0
ACCT0008862,ITERGO Informationstechnologie GmbH,0
ACCT0008866,ICMA-RC,0
ACCT0008872,Minter Ellison,0
ACCT0008877,Finish Line Inc.,0
ACCT0008897,Si Systems Ltd,0
ACCT0008900,State of Utah Department of Technology Services,0
ACCT0008901,Acision Ltd,0
ACCT0008909,Blue Chip Data Systems Ltd,0
ACCT0008910,Omega Insurance Holdings (Canopius),0
ACCT0008917,Al Jazeera Media Network,0
ACCT0008918,Ericsson UK,0
ACCT0008920,Panduit Corporation,0
ACCT0008923,Lemmink?ñinen Oyj,0
ACCT0008934,Lend Lease ICT Services Inc,0
ACCT0008937,Trelleborg Sealing Solutions GmbH,0
ACCT0008938,Mettler-Toledo International Inc.,0
ACCT0008945,Amec Foster Wheeler,0
ACCT0008952,Australian Catholic University,0
ACCT0008962,Sallie Mae Bank,0
ACCT0008970,Aimia Canada Inc,1
ACCT0008977,"McKinstry Co., LLC",1
ACCT0008978,City Of Tacoma,0
ACCT0009001,Dynamic Parcel Distribution GmbH,0
ACCT0009003,Bridgestone EMEA,0
ACCT0009010,Supergros A/S,0
ACCT0009011,Actelion Pharmaceuticals Ltd,0
ACCT0009012,Ville De Geneve,0
ACCT0009023,Axfood AB,0
ACCT0009037,Herbert Smith Ltd,0
ACCT0009039,Norton Rose Ltd,0
ACCT0009048,AG Service Company Limited (Addleshaw Goddard Llp),0
ACCT0009051,Nabarro LLP,0
ACCT0009054,Wragge Lawrence Graham & Co LLP,0
ACCT0009059,"Yazaki North America, Inc.",0
ACCT0009060,America's Remote Help Desk,0
ACCT0009081,ProcessFlows,1
ACCT0009084,Vocalink Ltd,0
ACCT0009086,Adidas AG,0
ACCT0009093,tegut... Gutberlet Stiftung & Co.,0
ACCT0009095,New York University,0
ACCT0009099,University of Texas School System,0
ACCT0009102,Hospital Sisters Health System,0
ACCT0009109,"Avnet, Inc",0
ACCT0009110,CareFusion IT/Becton Dickinson IT,0
ACCT0009119,Cox Enterprises Inc,0
ACCT0009121,Global Switch Ltd,0
ACCT0009126,NTT Communications ICT Solutions,0
ACCT0009129,Sterling Jewelers Inc,0
ACCT0009136,Brother International Europe Ltd,0
ACCT0009137,Steria Schweiz AG,0
ACCT0009138,SDL International,0
ACCT0009145,QBE Group Shared Services Limited,0
ACCT0009147,"HGST, A Western Digital Company",0
ACCT0009149,Xtra Personell AS,1
ACCT0009152,Target Corporation,0
ACCT0009156,Robert W Baird & Co Inc,0
ACCT0009158,Saint Gobain DSI Groupe,0
ACCT0009159,Tag Heuer,0
ACCT0009160,NorthgateArinso Belgium SA,0
ACCT0009163,Univision Communications Inc,0
ACCT0009167,Pepperidge Farm Inc,0
ACCT0009168,Symantec Corporation,0
ACCT0009175,CenturyLink Inc,0
ACCT0009176,SwissLog Logistics Inc.,0
ACCT0009178,Intel Corporation,0
ACCT0009179,McGuireWoods LLP,0
ACCT0009186,Technicolor Inc.,0
ACCT0009187,Smiths News Trading Ltd,0
ACCT0009189,Hawaiian Telcom Inc,0
ACCT0009193,Toyota Motor Europe SA,0
ACCT0009199,KBC Groep NV,0
ACCT0009219,CIGNA Corporation,0
ACCT0009221,Bournemouth University,0
ACCT0009228,Argos Ltd.,1
ACCT0009233,MPG Operations LLC,0
ACCT0009238,Nokia-Siemens Networks,1
ACCT0009239,Imperial Tobacco Group Plc,0
ACCT0009242,Diageo plc,0
ACCT0009249,Tangerine Bank,0
ACCT0009250,ING Belgium,0
ACCT0009251,Kingfisher Plc,0
ACCT0009252,"University of California, Riverside",0
ACCT0009253,"Aruba Networks, Inc.",0
ACCT0009254,Puget Sound Energy Inc,0
ACCT0009260,Granite Construction Incorporated,0
ACCT0009274,Asos,0
ACCT0009278,Delaval Services GmbH,0
ACCT0009280,Hannover RE,0
ACCT0009293,Nationwide Building Society (Regional Brand),1
ACCT0009300,Gold's Gym International Inc,0
ACCT0009303,General Motors Financial Co Inc,0
ACCT0009320,"TRC Companies, Inc.",0
ACCT0009333,Cimpress,0
ACCT0009343,Church Pension Group Services Corporation,0
ACCT0009347,Daiwa Capital Markets America Inc.,0
ACCT0009356,"Godiva Chocolatier, Inc.",1
ACCT0009359,"Health Management Systems, Inc.",0
ACCT0009382,"Mizuho Securities USA, Inc.",0
ACCT0009389,New York Public Library,0
ACCT0009392,Och-Ziff Capital Management Group LLC,0
ACCT0009402,Russell Reynolds Associates Inc,0
ACCT0009424,Wachtell Lipton Rosen & Katz,0
ACCT0009437,Deutsche Post IT Services GmbH,0
ACCT0009443,Rural/Metro Corporation,0
ACCT0009460,AMEC Foster Wheeler PLC,0
ACCT0009466,BBRAUN,0
ACCT0009473,City Of Hillsboro,0
ACCT0009486,Mizuho Securities International and Asia,0
ACCT0009487,General Electric - GE Capital Australia,0
ACCT0009503,"AmTrust North America, Inc.",0
ACCT0009505,Assured Guaranty,0
ACCT0009509,Holland & Knight LLP,0
ACCT0009510,Bank Leumi USA,0
ACCT0009512,Lafarge SA,0
ACCT0009515,Thales UK Ltd,0
ACCT0009519,"Ascension Health-IS, Inc. d/b/a Ascension Information Services",0
ACCT0009520,Health & Hospital Corporation,0
ACCT0009532,Neptune Orient Lines Ltd.,0
ACCT0009534,Scottish Water,0
ACCT0009539,JD Williams Group,0
ACCT0009546,Indiana Public Retirement System PRS,0
ACCT0009552,University of Southampton,0
ACCT0009555,Shriners Hospitals for Children,0
ACCT0009556,ERP Suites,0
ACCT0009568,Dufry Management AG,0
ACCT0009570,Holcim Group Services Ltd,0
ACCT0009574,Intergraph Corporation - Leica Geosystems AG,0
ACCT0009579,University of Loughborough,0
ACCT0009581,"L.L. Bean, Inc.",0
ACCT0009582,Manpower Finland,0
ACCT0009583,General Electric - GE Money Bank AB,1
ACCT0009601,Erie Indemnity Company,0
ACCT0009607,Hawaiian Airlines Inc,0
ACCT0009608,"Nebraska Furniture Mart, Inc.",0
ACCT0009611,EdgeCast Networks Inc.,0
ACCT0009617,Selfridges Group,0
ACCT0009620,Scottish & Southern Energy Plc,0
ACCT0009624,Concho Resources Inc,0
ACCT0009636,Bright House Networks LLC,0
ACCT0009642,Echo Entertainment Group Ltd,0
ACCT0009647,"Workday, Inc.",0
ACCT0009656,Veolia Environmental Services (UK) Plc,1
ACCT0009659,"Tesla Motors, Inc.",0
ACCT0009661,Children's Hospital and Research Center Oakland,0
ACCT0009687,University Of The Pacific,0
ACCT0009694,UFI Ltd (LearnDirect),0
ACCT0009713,SNCF R??seaux,0
ACCT0009714,GlobalConnect AS,0
ACCT0009721,K12 Inc.,0
ACCT0009725,Silver Spring Networks Inc,0
ACCT0009731,KAR Auction Services Inc,0
ACCT0009737,University Of New England,0
ACCT0009738,Target Australia Pty Ltd,0
ACCT0009744,Covance Inc.,0
ACCT0009747,Adecco,0
ACCT0009752,Lincoln Financial Group,0
ACCT0009757,Splunk Inc,0
ACCT0009758,L?ñkemedelsverket,0
ACCT0009759,City and Guilds,0
ACCT0009767,JVL Ventures (dba) SoftCard,1
ACCT0009768,Admin Re UK Ltd,0
ACCT0009771,"ICU Medical, Inc.",0
ACCT0009772,Broadcasting Authority Of Ireland,0
ACCT0009784,BNP Paribas CIB,0
ACCT0009787,Syncada LLC,0
ACCT0009789,The Random House Group Ltd,0
ACCT0009790,GH Financial Group,0
ACCT0009792,Optum Technology Center (Optum Labs),0
ACCT0009795,University Of California San Diego,0
ACCT0009807,Suffolk University,0
ACCT0009838,Mayo Clinic Minnesota,0
ACCT0009839,"Automic Software, Inc. (formerly UC4 Software)",0
ACCT0009841,Globalfoundries Dresden Module Two GmbH & Co. KG,0
ACCT0009845,IPF International Limited (company number 00753518),0
ACCT0009849,Spirit Airlines Inc,0
ACCT0009851,Omgeo LLC,0
ACCT0009853,"Wesfarmers Chemicals, Energy and Fertilisers Ltd",0
ACCT0009854,Royal Bank Of Canada,0
ACCT0009861,Otterbox,0
ACCT0009865,Merck KG Auf Aktien,0
ACCT0009874,Simpson Strong-Tie Co Inc,0
ACCT0009879,James Cook University,0
ACCT0009880,Deakin University,0
ACCT0009882,"GoWireless, Inc.",0
ACCT0009895,University of Louisville,0
ACCT0009897,Yorkshire Building Society,0
ACCT0009901,Stanley Black & Decker Inc,0
ACCT0009908,EVRY Norge AS,0
ACCT0009926,Wolters Kluwer Financial Services Inc,0
ACCT0009927,Boston University Trustees Of Boston University,0
ACCT0009936,The Private Bank And Trust Co,0
ACCT0009944,Axel Springer AG,0
ACCT0009956,MD Physician Services Inc.,0
ACCT0009966,Monadelphous Properties Pty Ltd,0
ACCT0009974,European Bank of Reconstruction & Development,0
ACCT0009978,Alliance Healthcare,1
ACCT0009982,Penn State University,0
ACCT0009983,Shane Co.,1
ACCT0009986,"Amgen, Inc.",0
ACCT0010000,Saint Louis University,0
ACCT0010061,Texas A&M University System,0
ACCT0010062,University Of Colorado At Boulder,0
ACCT0010064,Colorado Seminary (University of Denver),0
ACCT0010069,University of Texas Rio Grande Valley,0
ACCT0010070,University of Texas at Arlington,0
ACCT0010071,University of Texas at Austin,0
ACCT0010073,University Of North Texas,0
ACCT0010080,Lone Star College System,0
ACCT0010086,Arizona State University,0
ACCT0010087,Northern Arizona University,0
ACCT0010091,Skype Communications Sarl (Microsoft),1
ACCT0010092,Enterprise Fleet Management Inc,0
ACCT0010100,City Of Raleigh,0
ACCT0010110,Sephora France,0
ACCT0010113,"Scripps Networks Interactive, Inc.",0
ACCT0010120,BT UK plc,0
ACCT0010123,Rio Tinto,0
ACCT0010129,General Electric - GE Capital (GE Money Bank),1
ACCT0010139,Dartmouth College,0
ACCT0010165,Ladbrokes,0
ACCT0010171,"Beachbody, LLC",0
ACCT0010173,Nomura Securities,0
ACCT0010194,OP-Services Ltd,0
ACCT0010198,Monitise Group Ltd,0
ACCT0010216,Red Bull GmbH,0
ACCT0010221,Capital Region BOCES,0
ACCT0010230,Ahold European Sourcing BV,0
ACCT0010236,SOITEC,0
ACCT0010239,Ongame Services AB (subsidiary of NYX Gaming Group),0
ACCT0010240,Smart Service Queensland,0
ACCT0010245,Talanx AG,0
ACCT0010250,Novelis Inc,0
ACCT0010253,Palo Alto Networks Inc,0
ACCT0010261,UW Health,0
ACCT0010285,Premier Healthcare Solutions,0
ACCT0010291,Consumers Energy Company,0
ACCT0010292,Standard Life,0
ACCT0010297,National Bank Holdings (formerly Bank Midwest),0
ACCT0010313,RMIT University,0
ACCT0010314,New York State ITS,0
ACCT0010338,"Actavis, Inc",0
ACCT0010344,Andreas STIHL AG & Co. KG,0
ACCT0010346,Bauer Media Group,0
ACCT0010358,Tullow Group Services Limited,0
ACCT0010367,HVHC Inc,0
ACCT0010368,CareerBuilder LLC,0
ACCT0010369,Koenig & Bauer AG,0
ACCT0010376,Dresden-IT GmbH,0
ACCT0010378,Groupe La Poste,0
ACCT0010386,Memorial Healthcare System,0
ACCT0010395,NXP Semiconductors - Corporate,0
ACCT0010401,Yodlee Inc,0
ACCT0010415,eBay Inc,0
ACCT0010416,Cooley LLP,0
ACCT0010463,Weichert Realtors,0
ACCT0010470,Synchronoss Technologies Inc,0
ACCT0010471,Sharp Electronics Corporation USA,0
ACCT0010481,United Water Management and Services Inc.,0
ACCT0010488,Subaru of America Inc,0
ACCT0010493,Montclair State University,0
ACCT0010508,Brickman,0
ACCT0010528,Ballard Spahr LLP,0
ACCT0010542,Towers Watson,0
ACCT0010553,ICON Clinical Research Inc,0
ACCT0010556,Susquehanna Bancshares Inc,1
ACCT0010569,MillerCoors LLC,0
ACCT0010572,Columbia University Medical Center,0
ACCT0010576,The Board Of Trustees Of The University Of Illinois,0
ACCT0010581,Dassault Systemes Biovia Corp,1
ACCT0010585,Nissan North America Inc,0
ACCT0010587,Ritchie Bros Auctioneers Inc,0
ACCT0010590,Punch Taverns (Services) Ltd (former Punch Partnerships),1
ACCT0010592,University of Maryland University College,0
ACCT0010596,Ricoh Americas Corporation,0
ACCT0010599,Ideal Standard International,0
ACCT0010600,Gulf International Bank BSC,0
ACCT0010602,Chick-fil-A Inc,0
ACCT0010605,Genomic Health Inc,0
ACCT0010610,"Ally Financial, Inc.",0
ACCT0010614,Packers Plus Energy Services Inc.,0
ACCT0010615,Republic Indemnity Co,0
ACCT0010625,Norwegian Air Shuttle AS,1
ACCT0010630,Empire Life Insurance Co,0
ACCT0010637,"Colorcon, Inc.",0
ACCT0010645,ABC Supply Co Inc,0
ACCT0010646,American Century Services LLC,0
ACCT0010658,Federal National Mortgage Association,0
ACCT0010660,LifeWay Christian Resources,0
ACCT0010661,Frucor Beverages Ltd,0
ACCT0010669,SkyIQ Ltd,1
ACCT0010676,Kaisanet Oy,0
ACCT0010678,Soroc Technology Inc.,0
ACCT0010680,The Joint Commission,0
ACCT0010684,Tulane University,0
ACCT0010685,Ashley Furniture Industries Inc,0
ACCT0010686,Emerson Electric Co,0
ACCT0010691,Compania Espanola De Petroleos CEPSA,0
ACCT0010696,"Smartronix, Inc.",0
ACCT0010697,ServiceBirmingham (Link2ICT),0
ACCT0010699,Domo Inc,0
ACCT0010701,Bremer Financial Services Inc,0
ACCT0010712,North Carolina State University,0
ACCT0010715,UnitingCare Queensland,0
ACCT0010718,NHS Blood and Transplant,0
ACCT0010730,Rainbow Media Holdings LLC,0
ACCT0010732,Emergent BioSolutions Inc.,0
ACCT0010736,National Dentex Corporation,1
ACCT0010737,Bank of Queensland Ltd,0
ACCT0010738,Bond University Ltd,0
ACCT0010741,Australian Sports Commission,0
ACCT0010742,NSW Department Of Finance Services And Innovation,0
ACCT0010743,Intercept-IT Ltd,1
ACCT0010747,QEP Resources Inc,0
ACCT0010748,MCG Health Inc,0
ACCT0010752,Henderson Global Investors Ltd,0
ACCT0010753,Bravura Solutions UK Ltd,0
ACCT0010754,Lockheed Martin Business Technology Solutions Limited  ( Former Amor Group),0
ACCT0010759,American Signature Inc,0
ACCT0010766,Oriental Trading Company Inc,0
ACCT0010771,Connectis AG,0
ACCT0010777,City of Vacaville,0
ACCT0010782,A2Dominion Group,0
ACCT0010784,NetApp Engineering,0
ACCT0010786,Enfo Oyj,0
ACCT0010795,Suncorp Corporate Services Pty Ltd,0
ACCT0010796,Inforsacom Informationssysteme GmbH,0
ACCT0010808,Your Homes Newcastle Ltd,1
ACCT0010809,APG Asset Management,0
ACCT0010817,CareWorks,0
ACCT0010819,BSkyB Ltd,0
ACCT0010822,IC Companys A/S,0
ACCT0010824,Australia Post,0
ACCT0010828,The University Of Auckland,0
ACCT0010830,The Malcolm Group plc (WH Malcolm),0
ACCT0010834,Abraxas Informatik AG,0
ACCT0010835,Whitney Bank,0
ACCT0010839,Admin Re Ireland,1
ACCT0010846,RCR Tomlinson Ltd,1
ACCT0010852,Interactive Intelligence Inc. (CaaS),0
ACCT0010857,Sulzer Management AG,0
ACCT0010859,Agfa HealthCare NV,0
ACCT0010863,ManpowerGroup Inc,0
ACCT0010873,Medxcel LLC,0
ACCT0010889,Genoptix Medical Lab,0
ACCT0010890,University of Sydney,0
ACCT0010895,International Financial Data Systems (UK) Ltd,0
ACCT0010896,InComm,0
ACCT0010898,Hutchison 3G UK Limited,0
ACCT0010913,Punter Southall Group,0
ACCT0010914,Axway,0
ACCT0010925,FleetCor Technologies Inc,0
ACCT0010932,Washington University School of Medicine,0
ACCT0010954,"CACI NSS, Inc.",0
ACCT0010960,Natixis France,0
ACCT0010975,"Kratos Defense & Security Solutions, Inc.",0
ACCT0010976,Lewis Brisbois Bisgaard & Smith LLP,0
ACCT0010978,"Manatt, Phelps & Phillips, LLP",0
ACCT0010990,Adapt Plc,0
ACCT0010991,Abt Associates Inc.,0
ACCT0010992,University Medical Center of Southern Nevada,0
ACCT0010994,Broward Health,0
ACCT0011026,Microsemi Corporation,0
ACCT0011028,Teach For America Inc,0
ACCT0011031,MultiChannelNetwork Pty Ltd,0
ACCT0011046,Spirent Communications Inc,0
ACCT0011068,Mott MacDonald Ltd,0
ACCT0011074,Thales Transportation Systems BV,0
ACCT0011080,Aon Service Corporation,0
ACCT0011082,Trading Technologies,0
ACCT0011086,Medibank Pvt Ltd,0
ACCT0011105,WorleyParsons Pty Ltd,0
ACCT0011118,"F5 Networks, Inc (Field Consultant Division)",1
ACCT0011124,National Research Corporation,0
ACCT0011126,National Marrow Donor Program Inc,0
ACCT0011139,Quidel Corp,0
ACCT0011147,s IT Solutions AT Spardat GmbH,0
ACCT0011180,Wienerberger AG,0
ACCT0011202,Starsped Speditionsgesellschaft mbH,0
ACCT0011251,KTM AG,0
ACCT0011263,Zumtobel AG,0
ACCT0011308,Syngenta Crop Protection AG,0
ACCT0011367,Datwyler IT Services AG,0
ACCT0011398,ABB Ltd,0
ACCT0011410,dorma+kaba International Holding AG,0
ACCT0011447,SFS Services AG,0
ACCT0011453,SBB AG,0
ACCT0011531,Draegerwerk AG & Co KGaA,0
ACCT0011586,Phoenix Contact GmbH & Co KG,1
ACCT0011656,Vaillant Group Business Services GmbH,0
ACCT0011844,Sirona Dental Systems GmbH,0
ACCT0011911,Carl-Zeiss-Gruppe,0
ACCT0011915,Bechtle AG,0
ACCT0011918,Orange Business Germany GmbH,0
ACCT0011962,Sixt GmbH & Co. Autovermietung KG,0
ACCT0012038,Richter + Frenzel GmbH + Co. KG,0
ACCT0012115,Osmose Inc,0
ACCT0012116,Partners HealthCare System iNC,0
ACCT0012126,Salem Health,0
ACCT0012212,Baylor Scott & White Health,0
ACCT0012230,ABB/Con-Cise Optical Group LLC,0
ACCT0012235,ACN Inc,0
ACCT0012391,Carlyle Investment Management LLC,0
ACCT0012457,Consulate Health Care (formerly CMC II),0
ACCT0012489,Delhaize Group USA,0
ACCT0012652,"Hard Rock Cafe International (USA), Inc.",0
ACCT0012672,Howard County Of Maryland,0
ACCT0012678,Hunton & Williams LP,0
ACCT0012682,Immucor Inc,0
ACCT0012770,Liquidity Services Inc LSI,0
ACCT0012816,Memorial Health University Medical Center Inc,0
ACCT0012889,Northeast Georgia Health System Inc,0
ACCT0012914,"Otsuka America Pharmaceutical, Inc.",0
ACCT0012956,Post Apartment Homes LP,0
ACCT0012962,Premiere Global Services Inc,0
ACCT0013009,"Salix Pharmaceuticals, Ltd.",0
ACCT0013128,The Nielsen Company (US) LLC,0
ACCT0013160,U.S. Silica Company,0
ACCT0013258,MicroPort Orthopedics Inc,0
ACCT0013273,A&E Television Networks LLC,0
ACCT0013280,MSC Industrial Direct Co Inc,0
ACCT0013288,"Bayview Asset Management, LLC",0
ACCT0013295,Aaron's Inc,0
ACCT0013300,PennyMac Loan Services LLC,0
ACCT0013314,Knorr-Bremse IT Services GmbH,0
ACCT0013318,Academy Sports + Outdoors,0
ACCT0013322,Zynga Inc,1
ACCT0013323,Macys.com,0
ACCT0013326,Mary Kay Inc,0
ACCT0013333,BECU,0
ACCT0013340,Turner Broadcasting System Inc,0
ACCT0013355,St Jude Children's Research Hospital Inc,0
ACCT0013357,Moneris Solutions Corp,0
ACCT0013370,SAI Global Ltd,0
ACCT0013377,Telstra,0
ACCT0013388,TPG Global LLC,0
ACCT0013390,University Of Arkansas For Medical Sciences,0
ACCT0013395,Maverik Inc,0
ACCT0013748,Capital Metropolitan Transportation Authority,0
ACCT0013750,Cardtronics Inc,0
ACCT0013917,Susan G Komen Breast Cancer Foundation Inc,1
ACCT0013970,Silicon Graphics International Corp,0
ACCT0013975,AGL Energy Ltd,1
ACCT0013981,HID Global Corp,0
ACCT0013986,Cars.com,0
ACCT0013996,Independence BlueCross,0
ACCT0014001,Synergy,0
ACCT0014006,Coca-Cola Bottling Co. Consolidated,0
ACCT0014007,United Surgical Partners International Inc,0
ACCT0014014,"Axcess Financial Services, Inc.",0
ACCT0014023,NRG,0
ACCT0014027,Oxford Brookes University,0
ACCT0014046,G4S plc,0
ACCT0014058,Norwegian Geotechnical Institute NGI,0
ACCT0014060,PLUS Retail BV,0
ACCT0014072,Laing O'Rourke,0
ACCT0014087,Coca Cola Erfrischungsgetr?ñnke GmbH (CCEG),0
ACCT0014110,Riot Games Inc,0
ACCT0014115,Mercury Payment Systems LLC,1
ACCT0014119,City of NY Department of Health and Mental Hygiene,0
ACCT0014128,BHP Billiton,0
ACCT0014130,David Jones Limited,0
ACCT0014138,DeVry Education Group,0
ACCT0014157,"Motorola Mobility, Inc.",0
ACCT0014160,NIIT Technologies Inc (MSP),0
ACCT0014164,Mercantil Commercebank NA,0
ACCT0014165,Optus,0
ACCT0014173,Pitney Bowes,1
ACCT0014177,Coles - Wesfarmers,0
ACCT0014187,KU Medical Center,0
ACCT0014188,Brinker International Inc,0
ACCT0014190,BJC HealthCare,0
ACCT0014222,University of Arkansas Little Rock,0
ACCT0014225,High Performance Computing Wales (HPC),1
ACCT0014231,Coop Danmark A/S,0
ACCT0014232,Bestseller A/S,0
ACCT0014240,Liaison Technologies Inc,0
ACCT0014244,Virgin Trains,0
ACCT0014250,San Francisco International Airport,0
ACCT0014252,CEC Entertainment Concepts LP,0
ACCT0014256,Fonterra Ltd,0
ACCT0014259,Vaasan Oy,0
ACCT0014262,FirstBank Holding Company,0
ACCT0014264,Trimble Navigation Ltd.,0
ACCT0014272,CLS Services Ltd,0
ACCT0014273,Nebula Oy,0
ACCT0014288,Nativ Ltd,0
ACCT0014298,Arup Group,0
ACCT0014300,Ministry Health Care - Marian Health System,1
ACCT0014302,Foster + Partners Ltd,0
ACCT0014309,Eze Software EMEA Ltd,0
ACCT0014311,Tideworks Technology Inc,0
ACCT0014312,Mars Information Services Inc,0
ACCT0014337,Barclays,0
ACCT0014338,Moneysupermarket.com,0
ACCT0014351,Centric Netherlands BV,0
ACCT0014354,Danske Bank AS,0
ACCT0014356,Carlsberg A/S,0
ACCT0014357,DONG Energy Oil & Gas AS,0
ACCT0014358,Vestas Wind Systems AS,0
ACCT0014359,Arla Foods,0
ACCT0014360,DSV AS,1
ACCT0014361,Maersk Drilling Services AS,0
ACCT0014364,Trygg-Hansa Og Codan,0
ACCT0014372,Random House Australia,0
ACCT0014374,TopDanmark EDB A/S,0
ACCT0014384,ECCO Sko A/S,0
ACCT0014391,IG Group Ltd,0
ACCT0014412,Connecticut Childrens Medical Center,0
ACCT0014458,Roswell Park Cancer Institute,0
ACCT0014494,Chaucer Syndicates Limited,0
ACCT0014507,Gala Leisure,0
ACCT0014534,Pearson plc,0
ACCT0014535,RM Education Ltd,0
ACCT0014538,Schroder Investment Management Ltd,0
ACCT0014545,TeleCity Group Plc,0
ACCT0014577,Dean Health Plan Inc,0
ACCT0014585,Catamaran LLC,0
ACCT0014681,"Echo Global Logistics, Inc.",0
ACCT0014720,Greenheck Fan Corp,0
ACCT0014871,Southern Illinois Healthcare,0
ACCT0014932,Robert Bosch LLC,0
ACCT0014943,Border States Electric,0
ACCT0014958,Methodist Health System,0
ACCT0014963,AutoCanada Inc,0
ACCT0014974,Capital Power Corporation,0
ACCT0014979,Crescent Point Energy Corp,0
ACCT0014982,Farm Credit Canada,0
ACCT0014999,MEG Energy Corp,0
ACCT0015010,Lightstream Resources Inc.,0
ACCT0015020,SMS Equipment Inc,0
ACCT0015055,Chartwell Mastercare LP,0
ACCT0015065,D+H USA Corporation,0
ACCT0015094,High Liner Foods Inc,0
ACCT0015109,Liquor Control Board of Ontario,0
ACCT0015128,Ontario Teachers' Pension Plan Board,0
ACCT0015169,Canadian Tolling Company International Inc.,0
ACCT0015283,Metrolinx,0
ACCT0015341,Morguard Corporation,0
ACCT0015458,Bonita GmbH & Co. KG,0
ACCT0015462,WPX Energy Inc,0
ACCT0015467,Cayuga Medical Center,0
ACCT0015471,"Oclaro, Inc.",0
ACCT0015480,TV2/Danmark A/S,0
ACCT0015481,Murad Inc,0
ACCT0015490,Coffey International Ltd,0
ACCT0015504,CH2M Hill Companies Ltd,0
ACCT0015505,"Chipotle Mexican Grill, Inc.",0
ACCT0015506,Colorado Public Employee Retirement Association,0
ACCT0015507,ProBuild Holdings LLC,0
ACCT0015508,ProLogis,0
ACCT0015511,Terumo BCT,0
ACCT0015522,Heineken International BV,0
ACCT0015537,Houston Baptist University,1
ACCT0015564,AAA Life Insurance Co,0
ACCT0015565,Auto Club Group,0
ACCT0015568,Comerica Bank,0
ACCT0015572,Flagstar Bancorp Inc.,0
ACCT0015587,Zurich Insurance Company Ltd,0
ACCT0015590,Kerry Group Plc,0
ACCT0015598,Scottsdale Healthcare Corp,0
ACCT0015600,LHP Hospital Group Inc,0
ACCT0015603,Seattle Children's Hospital,0
ACCT0015604,Britec Computer Systems Ltd,1
ACCT0015609,Clorox Company,0
ACCT0015619,"MultiPlan, Inc.",0
ACCT0015629,Osborne,0
ACCT0015630,Cofely Nederland NV,0
ACCT0015632,Menzis,0
ACCT0015638,Cineworld,0
ACCT0015643,Central Bank of Ireland,0
ACCT0015654,"TWC Product and Technology, LLC.",0
ACCT0015662,Republic Services Inc,0
ACCT0015683,Manpower GmbH & Co. KG,0
ACCT0015694,New York Times Company,0
ACCT0015695,Credit Suisse Group AG,0
ACCT0015702,Hitachi America Ltd,0
ACCT0015703,Data Intensity Hosting,0
ACCT0015705,Johns Hopkins University,0
ACCT0015706,Rosetta Resources Inc,1
ACCT0015707,CooperVision,0
ACCT0015709,H&R Block Canada,0
ACCT0015710,Jemena,0
ACCT0015712,Bunnings Group Ltd,0
ACCT0015713,Halfords Group plc,0
ACCT0015715,Specsavers Optical Group Ltd,0
ACCT0015721,Travis Perkins plc,0
